Transaction ID,Date,Customer ID,Gender,Age,Product Category,Quantity,Price per Unit,Total Amount
190,2023-02-04,CUST014,Female,39,Beauty,1,50,50
191,2023-10-28,CUST049,Male,63,Electronics,1,1000,1000
192,2023-06-30,CUST073,Female,25,Electronics,3,1000,3000
193,2023-01-01,CUST034,Male,37,Home,4,300,1200
194,2023-02-13,CUST042,Female,42,Sports,1,200,200
195,2023-10-14,CUST016,Female,20,Sports,1,200,200
196,2023-08-09,CUST078,Female,33,Beauty,3,50,150
197,2023-05-21,CUST020,Male,61,Clothing,1,500,500
198,2023-08-17,CUST037,Male,64,Home,4,300,1200
199,2023-06-07,CUST034,Male,34,Home,2,300,600
200,2023-02-11,CUST081,Male,48,Electronics,1,1000,1000
201,2023-07-30,CUST090,Male,44,Home,3,300,900
202,2023-04-28,CUST085,Female,59,Electronics,5,1000,5000
203,2023-05-17,CUST056,Male,54,Electronics,4,1000,4000
204,2023-07-20,CUST098,Female,48,Sports,2,200,400
205,2023-07-04,CUST068,Male,58,Beauty,5,50,250
206,2023-10-07,CUST054,Female,41,Beauty,2,50,100
207,2023-11-04,CUST037,Female,63,Books,4,20,80
208,2023-05-03,CUST071,Female,49,Books,1,20,20
209,2023-06-15,CUST034,Female,35,Home,2,300,600
210,2023-09-21,CUST008,Female,34,Clothing,1,500,500
211,2023-07-02,CUST016,Female,20,Home,4,300,1200
212,2023-04-08,CUST031,Male,41,Clothing,4,500,2000
213,2023-02-15,CUST098,Female,30,Books,5,20,100
214,2023-03-20,CUST074,Female,63,Beauty,5,50,250
215,2023-07-28,CUST077,Female,42,Clothing,3,500,1500
216,2023-04-13,CUST011,Male,29,Beauty,5,50,250
217,2023-08-02,CUST012,Male,54,Beauty,4,50,200
218,2023-11-03,CUST036,Female,41,Books,4,20,80
219,2023-05-10,CUST041,Male,48,Clothing,3,500,1500
220,2023-11-23,CUST098,Male,26,Books,4,20,80
221,2023-09-17,CUST031,Female,53,Electronics,2,1000,2000
222,2023-01-05,CUST029,Female,22,Clothing,5,500,2500
223,2023-01-21,CUST040,Female,31,Home,5,300,1500
224,2023-06-05,CUST013,Male,27,Home,1,300,300
225,2023-11-11,CUST022,Male,54,Books,4,20,80
226,2023-07-14,CUST015,Female,36,Electronics,1,1000,1000
227,2023-04-29,CUST015,Female,33,Sports,3,200,600
228,2023-02-20,CUST044,Female,32,Books,4,20,80
229,2023-02-23,CUST058,Male,58,Home,1,300,300
230,2023-02-21,CUST031,Female,22,Electronics,4,1000,4000
231,2023-10-17,CUST046,Male,62,Beauty,3,50,150
232,2023-01-31,CUST010,Female,36,Electronics,5,1000,5000
233,2023-08-11,CUST010,Male,47,Sports,4,200,800
234,2023-02-10,CUST066,Male,56,Sports,4,200,800
235,2023-01-05,CUST031,Female,51,Electronics,1,1000,1000
236,2023-11-05,CUST010,Female,29,Sports,3,200,600
237,2023-10-27,CUST026,Female,37,Home,4,300,1200
238,2023-09-25,CUST078,Female,60,Electronics,5,1000,5000
239,2023-06-16,CUST095,Male,45,Home,1,300,300
240,2023-03-07,CUST048,Female,18,Books,2,20,40
241,2023-10-06,CUST026,Female,41,Sports,3,200,600
242,2023-08-31,CUST098,Female,43,Beauty,4,50,200
243,2023-11-25,CUST060,Male,46,Beauty,4,50,200
244,2023-06-19,CUST011,Male,63,Books,3,20,60
245,2023-06-14,CUST046,Male,58,Beauty,4,50,200
246,2023-04-17,CUST100,Male,18,Clothing,1,500,500
247,2023-02-21,CUST050,Female,26,Books,1,20,20
248,2023-02-23,CUST070,Male,57,Beauty,2,50,100
249,2023-02-17,CUST098,Male,64,Beauty,3,50,150
250,2023-12-03,CUST046,Male,34,Sports,2,200,400
251,2023-02-04,CUST097,Male,38,Sports,4,200,800
252,2023-03-01,CUST021,Female,57,Electronics,3,1000,3000
253,2023-01-01,CUST001,Male,59,Sports,1,200,200
254,2023-05-02,CUST039,Female,62,Clothing,2,500,1000
255,2023-10-16,CUST042,Male,20,Electronics,3,1000,3000
256,2023-05-23,CUST079,Female,29,Clothing,3,500,1500
257,2023-05-07,CUST016,Female,61,Sports,1,200,200
258,2023-11-02,CUST093,Male,18,Beauty,2,50,100
259,2023-10-23,CUST082,Female,19,Beauty,2,50,100
260,2023-08-18,CUST063,Male,61,Electronics,3,1000,3000
261,2023-08-04,CUST060,Male,61,Books,1,20,20
262,2023-08-13,CUST015,Female,43,Clothing,4,500,2000
263,2023-06-26,CUST078,Male,18,Home,2,300,600
264,2023-06-22,CUST062,Male,57,Electronics,5,1000,5000
265,2023-09-02,CUST088,Male,37,Home,2,300,600
266,2023-12-16,CUST027,Female,30,Electronics,2,1000,2000
267,2023-06-26,CUST064,Male,29,Clothing,5,500,2500
268,2023-09-08,CUST036,Male,61,Home,3,300,900
269,2023-07-29,CUST086,Female,44,Sports,5,200,1000
270,2023-04-10,CUST054,Male,38,Books,3,20,60
271,2023-05-20,CUST055,Female,54,Sports,2,200,400
272,2023-12-27,CUST056,Male,22,Electronics,4,1000,4000
273,2023-10-19,CUST002,Female,44,Home,1,300,300
274,2023-08-27,CUST048,Male,41,Beauty,5,50,250
275,2023-12-24,CUST100,Female,18,Sports,5,200,1000
276,2023-11-06,CUST031,Male,48,Home,1,300,300
277,2023-05-07,CUST078,Male,41,Electronics,1,1000,1000
278,2023-01-12,CUST063,Male,36,Clothing,2,500,1000
279,2023-05-29,CUST074,Male,44,Home,4,300,1200
280,2023-10-05,CUST058,Male,62,Electronics,1,1000,1000
281,2023-05-10,CUST012,Female,18,Home,3,300,900
282,2023-06-15,CUST060,Male,24,Books,2,20,40
283,2023-07-08,CUST082,Male,20,Electronics,4,1000,4000
284,2023-11-16,CUST058,Female,32,Home,4,300,1200
285,2023-01-09,CUST048,Female,40,Books,2,20,40
286,2023-12-09,CUST086,Female,21,Sports,4,200,800
287,2023-05-30,CUST007,Female,54,Books,3,20,60
288,2023-11-26,CUST034,Female,26,Electronics,5,1000,5000
289,2023-09-25,CUST086,Male,61,Books,4,20,80
290,2023-07-29,CUST035,Female,27,Beauty,3,50,150
291,2023-06-17,CUST053,Male,44,Sports,1,200,200
292,2023-07-27,CUST073,Male,54,Books,2,20,40
293,2023-12-07,CUST085,Male,24,Sports,4,200,800
294,2023-10-02,CUST057,Female,51,Electronics,3,1000,3000
295,2023-09-14,CUST003,Male,54,Clothing,2,500,1000
296,2023-06-07,CUST054,Female,56,Home,2,300,600
297,2023-10-04,CUST095,Male,20,Sports,4,200,800
298,2023-10-21,CUST043,Female,35,Beauty,4,50,200
299,2023-12-12,CUST056,Female,24,Electronics,4,1000,4000
300,2023-12-10,CUST060,Male,33,Home,5,300,1500
301,2023-06-02,CUST007,Female,64,Beauty,3,50,150
302,2023-05-15,CUST039,Male,59,Sports,3,200,600
303,2023-07-19,CUST001,Female,38,Home,5,300,1500
304,2023-06-28,CUST009,Male,27,Electronics,2,1000,2000
305,2023-02-15,CUST099,Female,39,Books,1,20,20
306,2023-08-06,CUST057,Male,21,Beauty,1,50,50
307,2023-06-10,CUST055,Female,52,Home,2,300,600
308,2023-12-30,CUST016,Male,56,Books,2,20,40
309,2023-04-08,CUST015,Female,45,Beauty,1,50,50
310,2023-03-02,CUST007,Female,36,Clothing,5,500,2500
311,2023-06-17,CUST010,Male,55,Books,1,20,20
312,2023-07-16,CUST012,Male,31,Beauty,4,50,200
313,2023-04-01,CUST035,Male,24,Home,3,300,900
314,2023-04-07,CUST069,Female,47,Clothing,2,500,1000
315,2023-09-23,CUST051,Male,32,Home,2,300,600
316,2023-01-01,CUST078,Male,41,Home,2,300,600
317,2023-06-26,CUST072,Male,55,Books,5,20,100
318,2023-04-04,CUST078,Female,31,Books,4,20,80
319,2023-07-24,CUST026,Male,40,Sports,1,200,200
320,2023-07-04,CUST083,Female,37,Beauty,4,50,200
321,2023-10-12,CUST063,Male,40,Electronics,4,1000,4000
322,2023-11-22,CUST085,Male,54,Beauty,5,50,250
323,2023-02-25,CUST040,Male,47,Home,5,300,1500
324,2023-12-22,CUST087,Female,28,Home,3,300,900
325,2023-08-24,CUST020,Female,31,Books,3,20,60
326,2023-06-18,CUST084,Male,18,Home,5,300,1500
327,2023-10-24,CUST015,Female,21,Home,5,300,1500
328,2023-12-19,CUST052,Female,21,Clothing,5,500,2500
329,2023-12-16,CUST065,Male,54,Sports,4,200,800
330,2023-07-15,CUST037,Female,25,Books,3,20,60
331,2023-03-17,CUST038,Male,61,Books,2,20,40
332,2023-05-19,CUST056,Female,18,Home,1,300,300
333,2023-04-17,CUST021,Male,63,Electronics,4,1000,4000
334,2023-03-07,CUST071,Male,32,Sports,3,200,600
335,2023-05-15,CUST007,Female,42,Electronics,1,1000,1000
336,2023-02-15,CUST027,Female,35,Clothing,4,500,2000
337,2023-05-29,CUST087,Female,32,Clothing,5,500,2500
338,2023-11-25,CUST010,Male,32,Home,2,300,600
339,2023-06-17,CUST008,Male,54,Electronics,1,1000,1000
340,2023-11-09,CUST100,Male,50,Electronics,1,1000,1000
341,2023-03-25,CUST053,Female,25,Beauty,2,50,100
342,2023-03-26,CUST074,Male,35,Sports,1,200,200
343,2023-09-09,CUST044,Female,24,Beauty,2,50,100
344,2023-06-28,CUST083,Female,36,Home,5,300,1500
345,2023-09-15,CUST098,Female,25,Home,5,300,1500
346,2023-09-26,CUST019,Female,23,Home,1,300,300
347,2023-10-26,CUST069,Female,26,Home,3,300,900
348,2023-10-31,CUST044,Male,32,Electronics,2,1000,2000
349,2023-10-21,CUST066,Female,39,Books,5,20,100
350,2023-03-16,CUST012,Male,56,Beauty,3,50,150
351,2023-02-07,CUST044,Male,39,Books,2,20,40
352,2023-09-05,CUST090,Male,53,Books,3,20,60
353,2023-10-18,CUST082,Male,32,Sports,1,200,200
354,2023-01-27,CUST097,Female,26,Clothing,2,500,1000
355,2023-12-27,CUST003,Female,37,Electronics,5,1000,5000
356,2023-08-21,CUST084,Male,35,Beauty,4,50,200
357,2023-09-28,CUST060,Female,31,Books,4,20,80
358,2023-03-25,CUST051,Male,38,Beauty,2,50,100
359,2023-04-21,CUST059,Female,29,Sports,1,200,200
360,2023-03-26,CUST003,Female,38,Clothing,1,500,500
361,2023-04-02,CUST099,Male,59,Sports,5,200,1000
362,2023-10-11,CUST041,Male,34,Beauty,4,50,200
363,2023-08-23,CUST006,Male,52,Sports,1,200,200
364,2023-02-04,CUST053,Male,34,Clothing,5,500,2500
365,2023-12-12,CUST028,Male,43,Sports,1,200,200
366,2023-05-23,CUST039,Male,28,Home,2,300,600
367,2023-08-10,CUST036,Female,35,Beauty,1,50,50
368,2023-01-19,CUST071,Female,53,Clothing,2,500,1000
369,2023-10-02,CUST027,Female,37,Home,1,300,300
370,2023-10-03,CUST006,Female,52,Books,4,20,80
371,2023-01-04,CUST027,Male,54,Sports,3,200,600
372,2023-04-23,CUST008,Male,62,Books,3,20,60
373,2023-12-30,CUST042,Female,23,Electronics,2,1000,2000
374,2023-11-12,CUST003,Male,24,Electronics,4,1000,4000
375,2023-08-20,CUST015,Female,37,Beauty,1,50,50
376,2023-05-18,CUST079,Male,19,Books,5,20,100
377,2023-12-08,CUST038,Male,51,Books,3,20,60
378,2023-11-24,CUST092,Male,32,Electronics,3,1000,3000
379,2023-06-13,CUST038,Female,55,Home,1,300,300
380,2023-05-14,CUST061,Female,62,Books,1,20,20
381,2023-10-29,CUST007,Male,62,Books,3,20,60
382,2023-01-08,CUST072,Male,33,Sports,4,200,800
383,2023-07-26,CUST068,Female,55,Clothing,1,500,500
384,2023-09-15,CUST053,Female,46,Home,4,300,1200
385,2023-11-09,CUST082,Male,34,Clothing,2,500,1000
386,2023-07-14,CUST039,Female,35,Clothing,1,500,500
387,2023-09-25,CUST054,Female,48,Beauty,4,50,200
388,2023-12-30,CUST091,Female,20,Books,4,20,80
389,2023-12-09,CUST016,Female,43,Clothing,4,500,2000
390,2023-12-04,CUST043,Female,62,Electronics,5,1000,5000
391,2023-11-22,CUST009,Female,47,Clothing,3,500,1500
392,2023-07-19,CUST074,Male,26,Home,1,300,300
393,2023-03-21,CUST059,Male,37,Beauty,5,50,250
394,2023-10-13,CUST068,Male,26,Home,3,300,900
395,2023-06-29,CUST038,Male,37,Beauty,3,50,150
396,2023-07-26,CUST097,Female,27,Books,4,20,80
397,2023-01-17,CUST056,Female,32,Clothing,3,500,1500
398,2023-03-10,CUST059,Male,55,Electronics,2,1000,2000
399,2023-08-22,CUST082,Male,30,Home,4,300,1200
400,2023-01-02,CUST079,Female,21,Clothing,5,500,2500
401,2023-11-14,CUST068,Female,60,Clothing,5,500,2500
402,2023-11-22,CUST028,Male,22,Sports,3,200,600
403,2023-02-13,CUST099,Male,29,Home,4,300,1200
404,2023-08-11,CUST076,Male,33,Electronics,1,1000,1000
405,2023-03-28,CUST062,Male,59,Electronics,2,1000,2000
406,2023-02-03,CUST030,Male,33,Books,1,20,20
407,2023-05-09,CUST047,Female,33,Sports,1,200,200
408,2023-08-17,CUST094,Male,53,Electronics,5,1000,5000
409,2023-06-06,CUST026,Female,30,Sports,4,200,800
410,2023-08-08,CUST041,Male,35,Home,2,300,600
411,2023-05-24,CUST097,Female,59,Electronics,1,1000,1000
412,2023-09-23,CUST037,Male,49,Clothing,4,500,2000
413,2023-04-08,CUST056,Male,21,Sports,2,200,400
414,2023-09-11,CUST066,Male,49,Electronics,3,1000,3000
415,2023-09-26,CUST040,Male,60,Books,4,20,80
416,2023-04-12,CUST021,Male,44,Electronics,4,1000,4000
417,2023-07-23,CUST013,Female,59,Sports,3,200,600
418,2023-06-10,CUST002,Male,18,Home,3,300,900
419,2023-07-12,CUST038,Female,24,Sports,1,200,200
420,2023-04-16,CUST029,Male,64,Clothing,1,500,500
421,2023-11-11,CUST079,Male,21,Sports,1,200,200
422,2023-10-08,CUST100,Male,59,Clothing,1,500,500
423,2023-10-28,CUST056,Female,31,Home,2,300,600
424,2023-09-12,CUST075,Male,30,Clothing,1,500,500
425,2023-10-25,CUST062,Male,39,Sports,5,200,1000
426,2023-09-14,CUST003,Female,61,Sports,3,200,600
427,2023-08-14,CUST100,Male,56,Sports,4,200,800
428,2023-02-05,CUST048,Male,23,Clothing,2,500,1000
429,2023-11-13,CUST007,Female,62,Electronics,4,1000,4000
430,2023-11-28,CUST062,Male,42,Clothing,4,500,2000
431,2023-01-14,CUST015,Male,18,Sports,4,200,800
432,2023-10-25,CUST058,Male,39,Electronics,5,1000,5000
433,2023-08-14,CUST018,Female,18,Home,5,300,1500
434,2023-12-04,CUST085,Female,64,Home,3,300,900
435,2023-11-28,CUST089,Male,40,Electronics,4,1000,4000
436,2023-03-18,CUST040,Male,39,Electronics,5,1000,5000
437,2023-09-14,CUST100,Female,48,Clothing,1,500,500
438,2023-11-14,CUST038,Male,59,Books,5,20,100
439,2023-11-02,CUST052,Female,23,Electronics,4,1000,4000
440,2023-09-08,CUST089,Female,26,Home,1,300,300
441,2023-09-06,CUST035,Male,54,Clothing,4,500,2000
442,2023-10-01,CUST005,Male,50,Books,4,20,80
443,2023-07-09,CUST043,Male,58,Books,2,20,40
444,2023-01-04,CUST020,Female,40,Electronics,4,1000,4000
445,2023-10-02,CUST008,Male,31,Books,2,20,40
446,2023-03-23,CUST081,Male,55,Sports,1,200,200
447,2023-03-09,CUST080,Female,51,Books,1,20,20
448,2023-05-08,CUST021,Male,45,Home,3,300,900
449,2023-11-12,CUST016,Male,61,Home,2,300,600
450,2023-03-12,CUST082,Female,21,Clothing,3,500,1500
451,2023-05-30,CUST032,Female,38,Home,1,300,300
452,2023-01-17,CUST091,Male,27,Home,1,300,300
453,2023-03-03,CUST049,Male,45,Home,3,300,900
454,2023-01-03,CUST030,Female,51,Electronics,3,1000,3000
455,2023-06-15,CUST049,Female,20,Sports,2,200,400
456,2023-12-07,CUST077,Male,33,Home,1,300,300
457,2023-01-11,CUST041,Male,52,Beauty,2,50,100
458,2023-02-20,CUST066,Female,18,Electronics,1,1000,1000
459,2023-02-08,CUST059,Female,33,Books,2,20,40
460,2023-09-08,CUST004,Male,61,Electronics,3,1000,3000
461,2023-06-06,CUST093,Male,26,Sports,4,200,800
462,2023-06-29,CUST031,Female,31,Electronics,4,1000,4000
463,2023-02-08,CUST063,Male,62,Home,1,300,300
464,2023-04-04,CUST028,Female,52,Clothing,3,500,1500
465,2023-01-06,CUST060,Male,44,Home,2,300,600
466,2023-08-26,CUST013,Male,34,Clothing,5,500,2500
467,2023-06-25,CUST044,Male,53,Sports,2,200,400
468,2023-09-21,CUST032,Male,30,Electronics,5,1000,5000
469,2023-01-07,CUST013,Male,42,Electronics,2,1000,2000
